code,current,name,gender,function,country_code,country_long,nationality,nationality_code,disciplines,events,birth_date
1532872,TRUE,ALEKSANYAN Artur,Male,Athlete,ARM,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Greco-Roman 97kg""]",21-10-1991
1532873,TRUE,AMOYAN Malkhas,Male,Athlete,ARM,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Greco-Roman 77kg""]",22-01-1999
1532874,TRUE,GALSTYAN Slavik,Male,Athlete,ARM,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Greco-Roman 67kg""]",21-12-1996
1532944,TRUE,HARUTYUNYAN Arsen,Male,Athlete,ARM,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Freestyle 57kg""]",22-11-1999
1532945,TRUE,TEVANYAN Vazgen,Male,Athlete,ARM,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Freestyle 65kg""]",27-10-1999
1532951,TRUE,ARENAS Lorena,Female,Athlete,COL,Colombia,Colombia,COL,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",17-09-1993
1533112,TRUE,McKENZIE Ashley,Male,Athlete,JAM,Jamaica,Jamaica,JAM,['Judo'],['Men -60 kg'],17-07-1989
1533136,TRUE,BASS BITTAYE Gina Mariam,Female,Athlete,GAM,Gambia,Gambia,GAM,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",03-05-1995
1533176,TRUE,CAMARA Ebrahima,Male,Athlete,GAM,Gambia,Gambia,GAM,['Athletics'],"[""Men's 100m""]",18-09-1996
1533188,TRUE,RUEDA SANTOS Lizeth,Female,Athlete,MEX,Mexico,Mexico,MEX,['Triathlon'],"[""Women's Individual""]",07-03-1994
1533189,TRUE,TAPIA VIDAL Rosa Maria,Female,Athlete,MEX,Mexico,Mexico,MEX,['Triathlon'],"[""Women's Individual""]",27-08-1997
1533190,TRUE,GRAJALES Crisanto,Male,Athlete,MEX,Mexico,Mexico,MEX,['Triathlon'],"[""Men's Individual""]",06-05-1987
1533208,TRUE,MAAROUFOU Hachim,Male,Athlete,COM,Comoros,Comoros,COM,['Athletics'],"[""Men's 100m""]",13-02-1997
1533209,TRUE,SAADI Maesha,Female,Athlete,COM,Comoros,Comoros,COM,['Swimming'],"[""Women's 50m Freestyle""]",16-01-2007
1533230,TRUE,DIOSDADO Nuria,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],"['Team', 'Duet']",22-08-1990
1533231,TRUE,JIMENEZ Joana,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],"['Team', 'Duet']",19-08-1993
1533232,TRUE,SOBRINO Jessica,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],26-05-1994
1533234,TRUE,ALFEREZ Regina,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],01-12-1997
1533235,TRUE,ARELLANO Fernanda,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],28-02-2002
1533237,TRUE,TOSCANO Pamela,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],13-01-2000
1533239,TRUE,GONZALEZ Itzamary,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],14-11-2003
1533240,TRUE,RODRIGUEZ Samanta,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],05-12-1994
1533243,TRUE,INZUNZA Glenda,Female,Alternate Athlete,MEX,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],12-03-2000
1533245,TRUE,SEHEN Sajjad,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Judo'],['Men -81 kg'],08-03-1996
1533359,TRUE,RUBAIAWI Ali Ammar Yusur,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Weightlifting'],"[""Men's +102kg""]",02-08-2004
1533364,TRUE,ISMAIL Mohamed,Male,Athlete,DJI,Djibouti,Djibouti,DJI,['Athletics'],"[""Men's 5000m""]",01-01-1997
1533371,TRUE,HASSAN Ibrahim,Male,Athlete,DJI,Djibouti,Djibouti,DJI,['Athletics'],"[""Men's Marathon""]",01-01-1997
1533372,TRUE,WAISS Abdi,Male,Athlete,DJI,Djibouti,Djibouti,DJI,['Athletics'],"[""Men's 5000m""]",03-07-1996
1533374,TRUE,HASSAN NOUR Samiyah,Female,Athlete,DJI,Djibouti,Djibouti,DJI,['Athletics'],"[""Women's 5000m""]",05-12-1999
1533378,TRUE,HOUSSEIN BARKAT Houmed,Male,Athlete,DJI,Djibouti,Djibouti,DJI,['Swimming'],"[""Men's 50m Freestyle""]",04-04-2004
1535180,TRUE,BARAT Andy,Male,Athlete,COM,Comoros,Comoros,COM,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",29-11-1997
1535186,TRUE,MARTINEZ RAMIREZ Miguel Angel,Male,Athlete,MEX,Mexico,Mexico,MEX,['Boxing'],"[""Men's 63.5kg""]",17-03-2001
1535187,TRUE,VERDE ALVAREZ Marco Alonso,Male,Athlete,MEX,Mexico,Mexico,MEX,['Boxing'],"[""Men's 71kg""]",11-02-2002
1535191,TRUE,GONZALEZ Alegna,Female,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",02-01-1999
1535195,TRUE,LOPEZ Jesus Tonatiu,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Men's 800m""]",02-08-1997
1535199,TRUE,PORTILLO Erick,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Men's High Jump""]",05-10-2000
1535201,TRUE,MUNOZ Uziel,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Men's Shot Put""]",08-09-1995
1535202,TRUE,del REAL Diego,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Men's Hammer Throw""]",06-03-1994
1535203,TRUE,DOCTOR Jose Luis,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Men's 20km Race Walk""]",14-06-1996
1535212,TRUE,MORAN Paola,Female,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Women's 400m""]",25-02-1997
1535214,TRUE,GALVAN Laura,Female,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Women's 5000m""]",05-10-1991
1535216,TRUE,CORTES Alma Delia,Female,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Women's 5000m""]",26-12-1997
1535217,TRUE,CRISTIAN MOSCOTE Citlali,Female,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Women's Marathon""]",15-04-1995
1535222,TRUE,PALMA OLIVARES Ever Jair,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],['Marathon Race Walk Relay Mixed'],18-03-1992
1535225,TRUE,OETLING RAMIREZ Elena,Female,Athlete,MEX,Mexico,Mexico,MEX,['Sailing'],"[""Women's Dinghy""]",18-04-1993
1535226,TRUE,AGUILAR CHAVEZ PEON Mariana,Female,Athlete,MEX,Mexico,Mexico,MEX,['Sailing'],"[""Women's Windsurfing""]",12-03-1999
1535252,TRUE,LECHUGA ALANIS Kenia,Female,Athlete,MEX,Mexico,Mexico,MEX,['Rowing'],"[""Women's Single Sculls""]",26-06-1994
1535260,TRUE,LOPEZ GARCIA Alexis,Male,Athlete,MEX,Mexico,Mexico,MEX,['Rowing'],"[""Lightweight Men's Double Sculls""]",01-05-1997
1535267,TRUE,CARBALLO NIETO Miguel,Male,Athlete,MEX,Mexico,Mexico,MEX,['Rowing'],"[""Lightweight Men's Double Sculls""]",08-07-1992
1535310,TRUE,BLANCO Luisa,Female,Athlete,COL,Colombia,Colombia,COL,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",18-11-2001
1535343,TRUE,WILLARS VALDEZ Randal,Male,Athlete,MEX,Mexico,Mexico,MEX,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",30-04-2002
1535345,TRUE,BERLIN REYES Kevin,Male,Athlete,MEX,Mexico,Mexico,MEX,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",25-04-2001
1535346,TRUE,OROZCO LOZA Alejandra,Female,Athlete,MEX,Mexico,Mexico,MEX,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",19-04-1997
1535348,TRUE,AGUNDEZ GARCIA Gabriela,Female,Athlete,MEX,Mexico,Mexico,MEX,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",04-08-2000
1535349,TRUE,OLVERA IBARRA Osmar,Male,Athlete,MEX,Mexico,Mexico,MEX,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",05-06-2004
1535350,TRUE,GARZA PEREZ Eugenio,Male,Athlete,MEX,Mexico,Mexico,MEX,['Equestrian'],"['Jumping Individual', 'Jumping Team']",23-07-1996
1535351,TRUE,FERNANDEZ Federico,Male,Athlete,MEX,Mexico,Mexico,MEX,['Equestrian'],"['Jumping Individual', 'Jumping Team']",28-03-1968
1535354,TRUE,de LARA OJEDA Miguel Alejandro,Male,Athlete,MEX,Mexico,Mexico,MEX,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",09-08-1994
1535356,TRUE,MORENO Alexa,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",08-08-1994
1535357,TRUE,SANDOVAL Ahtziri,Female,Athlete,MEX,Mexico,Mexico,MEX,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",05-10-1996
1535358,TRUE,FLORES Sofia,Female,Athlete,MEX,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],20-12-2004
1535359,TRUE,SALAZAR Kimberly,Female,Athlete,MEX,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],24-04-2004
1535360,TRUE,TEJEDA Adirem,Female,Athlete,MEX,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],21-06-2002
1535361,TRUE,ALCOCER Dalia,Female,Athlete,MEX,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],02-01-2004
1535362,TRUE,GUTIERREZ Julia,Female,Athlete,MEX,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],13-09-2007
1535363,TRUE,HERNANDEZ Emiliano,Male,Athlete,MEX,Mexico,Mexico,MEX,['Modern Pentathlon'],"[""Men's Individual""]",27-01-1998
1535364,TRUE,CARRILLO Duilio,Male,Athlete,MEX,Mexico,Mexico,MEX,['Modern Pentathlon'],"[""Men's Individual""]",24-03-1997
1535365,TRUE,OLIVER Mayan,Female,Athlete,MEX,Mexico,Mexico,MEX,['Modern Pentathlon'],"[""Women's Individual""]",11-07-1993
1535366,TRUE,SANSORES Carlos,Male,Athlete,MEX,Mexico,Mexico,MEX,['Taekwondo'],['Men +80kg'],25-06-1997
1535367,TRUE,SOUZA Daniela Paola,Female,Athlete,MEX,Mexico,Mexico,MEX,['Taekwondo'],['Women -49kg'],27-08-1999
1535368,TRUE,CLELAND QUINONEZ Alan,Male,Athlete,MEX,Mexico,Mexico,MEX,['Surfing'],['Men'],19-06-2002
1535373,TRUE,GRIGORIAN Aram,Male,Athlete,UAE,United Arab Emirates,UA Emirates,UAE,['Judo'],['Men -90 kg'],09-06-1998
1535374,TRUE,KOSTOEV Dzhafar,Male,Athlete,UAE,United Arab Emirates,UA Emirates,UAE,['Judo'],['Men -100 kg'],28-04-1999
1535375,TRUE,MAGOMEDOMAROV Magomedomar,Male,Athlete,UAE,United Arab Emirates,UA Emirates,UAE,['Judo'],['Men +100 kg'],10-04-2001
1535376,TRUE,TATALASHVILI Nugzari,Male,Athlete,UAE,United Arab Emirates,UA Emirates,UAE,['Judo'],['Men -81 kg'],20-03-1990
1535383,TRUE,BISHRELT Khorloodoi,Female,Athlete,UAE,United Arab Emirates,UA Emirates,UAE,['Judo'],['Women -52 kg'],29-05-1998
1535385,TRUE,HOUSSEIN Alexandre,Male,Athlete,DJI,Djibouti,Djibouti,DJI,['Judo'],['Men -73 kg'],28-03-1998
1535395,TRUE,AL SAYEGH Safia,Female,Athlete,UAE,United Arab Emirates,UA Emirates,UAE,['Cycling Road'],"[""Women's Road Race""]",23-09-2001
1535420,TRUE,VALENCIA Alejandra,Female,Athlete,MEX,Mexico,Mexico,MEX,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",17-10-1994
1535429,TRUE,RUIZ Angela,Female,Athlete,MEX,Mexico,Mexico,MEX,['Archery'],"[""Women's Individual"", ""Women's Team""]",28-07-2006
1535430,TRUE,GRANDE Matias,Male,Athlete,MEX,Mexico,Mexico,MEX,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",26-04-2004
1535433,TRUE,PRIETO Marcela,Female,Athlete,MEX,Mexico,Mexico,MEX,['Cycling Road'],"[""Women's Road Race""]",11-03-1992
1535438,TRUE,RAMIREZ RAMOS Edson Ismael,Male,Athlete,MEX,Mexico,Mexico,MEX,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",10-07-2000
1535439,TRUE,RODRIGUEZ Gabriela,Female,Athlete,MEX,Mexico,Mexico,MEX,['Shooting'],['Skeet Women'],12-12-1996
1535440,TRUE,ZAVALA VAZQUEZ Alejandra,Female,Athlete,MEX,Mexico,Mexico,MEX,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",16-06-1984
1535441,TRUE,QUEZADA MARQUEZ Carlos,Male,Athlete,MEX,Mexico,Mexico,MEX,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",21-10-1999
1535442,TRUE,PENAFLOR MOYSEN Aram Michell,Male,Athlete,MEX,Mexico,Mexico,MEX,['Triathlon'],"[""Men's Individual""]",11-03-1999
1535444,TRUE,REINOSO Sofia,Female,Athlete,MEX,Mexico,Mexico,MEX,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",23-10-1996
1535448,TRUE,BRIONES FRAGOZA Beatriz,Female,Athlete,MEX,Mexico,Mexico,MEX,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",10-02-1999
1535449,TRUE,ALANIS MORALES Karina,Female,Athlete,MEX,Mexico,Mexico,MEX,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",09-12-1993
1535505,TRUE,LINARES Natalia,Female,Athlete,COL,Colombia,Colombia,COL,['Athletics'],"[""Women's Long Jump""]",03-01-2003
1535506,TRUE,LONGA Ronal,Male,Athlete,COL,Colombia,Colombia,COL,['Athletics'],"[""Men's 100m""]",30-06-2004
1535511,TRUE,RUIZ HURTADO Flor Denis,Female,Athlete,COL,Colombia,Colombia,COL,['Athletics'],"[""Women's Javelin Throw""]",29-01-1991
1535512,TRUE,ORJUELA Angie,Female,Athlete,COL,Colombia,Colombia,COL,['Athletics'],"[""Women's Marathon""]",09-05-1989
1535513,TRUE,RENTERIA RENTERIA Tatiana,Female,Athlete,COL,Colombia,Colombia,COL,['Wrestling'],"[""Women's Freestyle 76kg""]",22-12-2000
1535514,TRUE,VALDES PANA Angie Paola,Female,Athlete,COL,Colombia,Colombia,COL,['Boxing'],"[""Women's 60kg""]",14-07-2000
1535522,TRUE,ARBOLEDA MENDOZA Valeria,Female,Athlete,COL,Colombia,Colombia,COL,['Boxing'],"[""Women's 57kg""]",13-04-2002
1535524,TRUE,BOLANOS LOPEZ Victor,Male,Athlete,COL,Colombia,Colombia,COL,['Sailing'],"[""Men's Kite""]",19-09-1994
1535609,TRUE,ABDOLI Samyar,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Swimming'],"[""Men's 100m Freestyle""]",25-12-2002
1535660,TRUE,SIMWAKA Asimenye,Female,Athlete,MAW,Malawi,Malawi,MAW,['Athletics'],"[""Women's 100m""]",08-08-1997
1535693,TRUE,AL MARZOOQI Omar Abdul Aziz,Male,Athlete,UAE,United Arab Emirates,UA Emirates,UAE,['Equestrian'],"['Jumping Individual', 'Jumping Team']",28-03-2003
1535729,TRUE,SERRANO Franco,Male,Athlete,ARG,Argentina,Argentina,ARG,['Modern Pentathlon'],"[""Men's Individual""]",22-11-2000
1535766,TRUE,KUMEL SAADI,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],19-08-2004
1535776,TRUE,JOSEF AL IMAM,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],27-07-2004
1535804,TRUE,MUNTADHER ABDULAMEER,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],06-10-2001
1535805,TRUE,MUNTADHER MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],05-06-2001
1535852,TRUE,MAEDER Maximilian,Male,Athlete,SGP,Singapore,Singapore,SGP,['Sailing'],"[""Men's Kite""]",12-09-2006
1535853,TRUE,LO Ryan,Male,Athlete,SGP,Singapore,Singapore,SGP,['Sailing'],"[""Men's Dinghy""]",26-02-1997
1535854,TRUE,SIM En Yi Letitia,Female,Athlete,SGP,Singapore,Singapore,SGP,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",03-03-2003
1535856,TRUE,TAN Jonathan Eu Jin,Male,Athlete,SGP,Singapore,Singapore,SGP,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",11-03-2002
1535858,TRUE,PEREIRA Veronica Shanti,Female,Athlete,SGP,Singapore,Singapore,SGP,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",20-09-1996
1535910,TRUE,ZAID TAHSEEN,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],29-01-2001
1535913,TRUE,HUSSEIN AMER,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],28-04-2002
1535914,TRUE,ANAK LISES Bertrand Rhodict,Male,Athlete,MAS,Malaysia,Malaysia,MAS,['Diving'],"[""Men's 10m Platform""]",28-05-2005
1535916,TRUE,HUSSEIN LAWEND,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],20-01-2001
1535918,TRUE,WONG Guanjie Johnathan,Male,Athlete,MAS,Malaysia,Malaysia,MAS,['Shooting'],['10m Air Pistol Men'],23-08-1992
1535925,TRUE,MOHAMAD ZUBIR Nur Aisyah,Female,Athlete,MAS,Malaysia,Malaysia,MAS,['Cycling Road'],"[""Women's Road Race""]",04-10-1997
1535926,TRUE,MOHAMAD LATIF Nur Shazrin,Female,Athlete,MAS,Malaysia,Malaysia,MAS,['Sailing'],"[""Women's Dinghy""]",02-02-1998
1535927,TRUE,ALI JASIM,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],20-01-2004
1535928,TRUE,KARRAR SAAD,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],22-03-2001
1535929,TRUE,KARRAR MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],06-01-2001
1535930,TRUE,NIHAD MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Football'],['Men'],14-01-2001
1535959,TRUE,DOUA Camil,Male,Athlete,MTN,Mauritania,Mauritania,MTN,['Swimming'],"[""Men's 50m Freestyle""]",23-02-2002
1535993,TRUE,CHEW Caroline,Female,Athlete,SGP,Singapore,Singapore,SGP,['Equestrian'],['Dressage Individual'],18-04-1992
1536032,TRUE,HERNANDEZ FLORES Margarita,Female,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Women's Marathon""]",03-12-1985
1536045,TRUE,SALIMI Arian,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Taekwondo'],['Men +80kg'],16-12-2003
1536058,TRUE,BARKHORDARI Mehran,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Taekwondo'],['Men -80kg'],26-07-2000
1536064,TRUE,NEMATZADEH Mobina,Female,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Taekwondo'],['Women -49kg'],17-05-2005
1536067,TRUE,KIYANICHANDEH Nahid,Female,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Taekwondo'],['Women -57kg'],01-08-1998
1536157,TRUE,MPALI Adam,Male,Athlete,GAB,Gabon,Gabon,GAB,['Swimming'],"[""Men's 50m Freestyle""]",29-05-2002
1536175,TRUE,AMISON Naima-Zahra,Female,Athlete,DJI,Djibouti,Djibouti,DJI,['Swimming'],"[""Women's 50m Freestyle""]",10-10-2003
1536184,TRUE,STREHLKE DELGADO Paulo,Male,Athlete,MEX,Mexico,Mexico,MEX,['Marathon Swimming'],"[""Men's 10km""]",10-01-2006
1536190,TRUE,SANDOVAL AYALA Martha,Female,Athlete,MEX,Mexico,Mexico,MEX,['Marathon Swimming'],"[""Women's 10km""]",14-08-1998
1536196,TRUE,ESTUDILLO TORRES Alejandra,Female,Athlete,MEX,Mexico,Mexico,MEX,['Diving'],"[""Women's 3m Springboard""]",20-05-2005
1536197,TRUE,CELAYA HERNANDEZ Juan Manuel,Male,Athlete,MEX,Mexico,Mexico,MEX,['Diving'],"[""Men's Synchronised 3m Springboard""]",01-09-1998
1536198,TRUE,VAZQUEZ MONTANO Aranza,Female,Athlete,MEX,Mexico,Mexico,MEX,['Diving'],"[""Women's 3m Springboard""]",21-08-2002
1536207,TRUE,ALIPOUR SHENAZANDIFARD Reza,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Sport Climbing'],"[""Men's Speed""]",29-04-1994
1536214,TRUE,ALAMIAN Nima,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Table Tennis'],"[""Men's Singles""]",24-12-1992
1536215,TRUE,ALAMIYAN Noshad,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Table Tennis'],"[""Men's Singles""]",21-11-1991
1536233,TRUE,YASEEN Taha Hussein,Male,Athlete,IRQ,Iraq,Iraq,IRQ,['Athletics'],"[""Men's 100m""]",01-01-1998
1536251,TRUE,MAAN Tulika,Female,Athlete,IND,India,India,IND,['Judo'],['Women +78 kg'],09-09-1998
1536341,TRUE,ANCER Abraham,Male,Athlete,MEX,Mexico,Mexico,MEX,['Golf'],"[""Men's Individual Stroke Play""]",27-02-1991
1536368,TRUE,SHARMA Shubhankar,Male,Athlete,IND,India,India,IND,['Golf'],"[""Men's Individual Stroke Play""]",21-07-1996
1536371,TRUE,BHULLAR Gaganjeet,Male,Athlete,IND,India,India,IND,['Golf'],"[""Men's Individual Stroke Play""]",27-04-1988
1536372,TRUE,GIRMA Ermias,Male,Athlete,ETH,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Men's 1500m""]",20-01-2005
1536460,TRUE,ROJAS Carlos,Male,Athlete,MEX,Mexico,Mexico,MEX,['Archery'],"[""Men's Individual"", ""Men's Team""]",14-01-2000
1536467,TRUE,MARTINEZ WING Bruno,Male,Athlete,MEX,Mexico,Mexico,MEX,['Archery'],"[""Men's Individual"", ""Men's Team""]",08-03-1998
1536479,TRUE,VAZQUEZ Ana,Female,Athlete,MEX,Mexico,Mexico,MEX,['Archery'],"[""Women's Individual"", ""Women's Team""]",05-10-2000
1536494,TRUE,RIVERA Edgar,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Men's High Jump""]",13-02-1991
1536495,TRUE,TAMAYO-GARZA Cecilia,Female,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",04-03-1997
1536496,TRUE,ALEMU Habitam,Female,Athlete,ETH,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Women's 800m""]",09-07-1997
1536497,TRUE,MESELE Worknesh,Female,Athlete,ETH,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Women's 800m""]",11-06-2001
1536498,TRUE,DUGUMA Tsige,Female,Athlete,ETH,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Women's 800m""]",23-02-2001
1536522,TRUE,ASHOK Aditi,Female,Athlete,IND,India,India,IND,['Golf'],"[""Women's Individual Stroke Play""]",29-03-1998
1536523,TRUE,DAGAR Diksha,Female,Athlete,IND,India,India,IND,['Golf'],"[""Women's Individual Stroke Play""]",14-12-2000
1536568,TRUE,FAYISA Abdisa,Male,Athlete,ETH,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Men's 1500m""]",24-04-2005
1536585,TRUE,GUERRERO Ilse,Female,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Women's 20km Race Walk""]",24-03-1993
1536599,TRUE,CHAMA Noel,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Men's 20km Race Walk""]",15-09-1997
1536600,TRUE,ORTIZ Ricardo,Male,Athlete,MEX,Mexico,Mexico,MEX,['Athletics'],"[""Men's 20km Race Walk""]",07-02-1995
1536624,TRUE,SHAHSAVARI Neda,Female,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Table Tennis'],"[""Women's Singles""]",21-09-1986
1536632,TRUE,FALLAH Mobina,Female,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Archery'],"[""Women's Individual""]",13-08-1999
1536648,TRUE,LOH Kean Yew,Male,Athlete,SGP,Singapore,Singapore,SGP,['Badminton'],"[""Men's Singles""]",26-06-1997
1536649,TRUE,HEE Yong Kai Terry,Male,Athlete,SGP,Singapore,Singapore,SGP,['Badminton'],['Mixed Doubles'],06-07-1995
1536650,TRUE,TAN Wei Han Jessica,Female,Athlete,SGP,Singapore,Singapore,SGP,['Badminton'],['Mixed Doubles'],16-07-1993
1536651,TRUE,YEO Jia Min,Female,Athlete,SGP,Singapore,Singapore,SGP,['Badminton'],"[""Women's Singles""]",01-02-1999
1536669,TRUE,LABIB Ali,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Cycling Road'],"[""Men's Road Race""]",21-09-2002
1536683,TRUE,FASIHI Farzaneh,Female,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Athletics'],"[""Women's 100m""]",03-01-1993
1536701,TRUE,TAFTIAN Hassan,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Athletics'],"[""Men's 100m""]",04-05-1993
1536721,TRUE,PANWAR Balraj,Male,Athlete,IND,India,India,IND,['Rowing'],"[""Men's Single Sculls""]",26-07-1999
1536885,TRUE,RICKETTS Shanieka,Female,Athlete,JAM,Jamaica,Jamaica,JAM,['Athletics'],"[""Women's Triple Jump""]",02-02-1992
1536925,TRUE,HARRIS Naquille,Male,Athlete,SKN,Saint Kitts and Nevis,St Kitts and Nevis,SKN,['Athletics'],"[""Men's 100m""]",16-05-2002
1536961,TRUE,DAVOUDI Ali,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Weightlifting'],"[""Men's +102kg""]",22-03-1999
1536971,TRUE,JAVADI ALIABADI Mir Mostafa,Male,Athlete,IRI,Islamic Republic of Iran,IR Iran,IRI,['Weightlifting'],"[""Men's 89kg""]",22-06-2000
1536983,TRUE,WELTEJI Diribe,Female,Athlete,ETH,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Women's 1500m""]",13-05-2002
